вървенето	v a r v ɛ n ɛ t o
вървения	v a r v ɛ n i j a
вървенията	v a r v ɛ n i j a t ə
вървете	v a r v ɛ t ɛ
вървеше	v a r v ɛ ʃ ɛ
вървим	v a r v i m
вървиш	v a r v i ʃ
вървял	v a r v j a ɫ
вървяла	v a r v j a ɫ ə
вървялата	v a r v j a ɫ a t ə
вървяло	v a r v j a ɫ o
вървялото	v a r v j a ɫ o t o
вървят	v a r v j a t
вървях	v a r v j a x
вървяха	v a r v j a x ə
вървяхме	v a r v j a x m ɛ
вървяхте	v a r v j a x t ɛ
вървящ	v a r v j a ʃ t
вървяща	v a r v j a ʃ t ə
вървящата	v a r v j a ʃ t a t ə
вървящи	v a r v j a ʃ t i
вървящите	v a r v j a ʃ t i t ɛ
вървящия	v a r v j a ʃ t i j a
вървящият	v a r v j a ʃ t i j a t
вървящо	v a r v j a ʃ t o
вървящото	v a r v j a ʃ t o t o
вършал	v a r ʃ a ɫ
вършала	v a r ʃ a ɫ ə
вършалата	v a r ʃ a ɫ a t ə
вършали	v a r ʃ a l i
вършалите	v a r ʃ a l i t ɛ
вършалия	v a r ʃ a l i j a
вършалият	v a r ʃ a l i j a t
вършало	v a r ʃ a ɫ o
вършалото	v a r ʃ a ɫ o t o
вършан	v a r ʃ a n
вършана	v a r ʃ a n ə
вършаната	v a r ʃ a n a t ə
вършани	v a r ʃ a n i
вършаните	v a r ʃ a n i t ɛ
вършания	v a r ʃ a n i j a
вършаният	v a r ʃ a n i j a t
вършано	v a r ʃ a n o
вършаното	v a r ʃ a n o t o
вършах	v a r ʃ a x
вършаха	v a r ʃ a x ə
вършахме	v a r ʃ a x m ɛ
вършахте	v a r ʃ a x t ɛ
вършее	v a r ʃ ɛ ɛ
вършеейки	v a r ʃ ɛ ɛ j k i
вършеел	v a r ʃ ɛ ɛ ɫ
вършеела	v a r ʃ ɛ ɛ ɫ ə
вършеели	v a r ʃ ɛ ɛ l i
вършеело	v a r ʃ ɛ ɛ ɫ o
вършеем	v a r ʃ ɛ ɛ m
вършеене	v a r ʃ ɛ ɛ n ɛ
вършеенета	v a r ʃ ɛ ɛ n ɛ t ə
вършеенетата	v a r ʃ ɛ ɛ n ɛ t a t ə
вършеенето	v a r ʃ ɛ ɛ n ɛ t o
вършеения	v a r ʃ ɛ ɛ n i j a
вършеенията	v a r ʃ ɛ ɛ n i j a t ə
вършеете	v a r ʃ ɛ ɛ t ɛ
вършеех	v a r ʃ ɛ ɛ x
вършееха	v a r ʃ ɛ ɛ x ə
вършеехме	v a r ʃ ɛ ɛ x m ɛ
вършеехте	v a r ʃ ɛ ɛ x t ɛ
вършееш	v a r ʃ ɛ ɛ ʃ
вършееше	v a r ʃ ɛ ɛ ʃ ɛ
вършеещ	v a r ʃ ɛ ɛ ʃ t
вършееща	v a r ʃ ɛ ɛ ʃ t ə
вършеещата	v a r ʃ ɛ ɛ ʃ t a t ə
вършеещи	v a r ʃ ɛ ɛ ʃ t i
вършеещите	v a r ʃ ɛ ɛ ʃ t i t ɛ
вършеещия	v a r ʃ ɛ ɛ ʃ t i j a
вършеещият	v a r ʃ ɛ ɛ ʃ t i j a t
вършеещо	v a r ʃ ɛ ɛ ʃ t o
вършеещото	v a r ʃ ɛ ɛ ʃ t o t o
вършей	v a r ʃ ɛ j
вършейте	v a r ʃ ɛ j t ɛ
вършеят	v a r ʃ ɛ j a t
гадже	ɡ a d ʒ ɛ
галицизъм	ɡ a l i ts i z a m
гащета	ɡ a ʃ t ɛ t ə
гений	ɡ ɛ n i j
германец	ɡ ɛ r m a n ɛ ts
героиня	ɡ ɛ r o i n j a
гимназия	ɡ i m n a z i j a
гимнастика	ɡ i m n a s t i k ə
глаголица	ɡ l ə ɡ o l i ts ə
гласува	ɡ ɫ ə s u v ə
гласува	ɡ ɫ ə s o v a
гласувай	ɡ ɫ ə s u v a j
гласувайки	ɡ ɫ ə s u v a j k i
гласувайте	ɡ ɫ ə s u v a j t ɛ
гласувал	ɡ ɫ ə s u v a ɫ
гласувал	ɡ ɫ ə s o v a ɫ
гласувала	ɡ ɫ ə s u v a ɫ ə
гласувала	ɡ ɫ ə s o v a ɫ ə
гласувалата	ɡ ɫ ə s u v a ɫ a t ə
гласувалата	ɡ ɫ ə s o v a ɫ a t ə
гласували	ɡ ɫ ə s u v a l i
гласували	ɡ ɫ ə s o v a l i
гласувалите	ɡ ɫ ə s u v a l i t ɛ
гласувалите	ɡ ɫ ə s o v a l i t ɛ
гласувалия	ɡ ɫ ə s u v a l i j a
гласувалия	ɡ ɫ ə s o v a l i j a
гласувалият	ɡ ɫ ə s u v a l i j a t
гласувалият	ɡ ɫ ə s o v a l i j a t
гласувало	ɡ ɫ ə s u v a ɫ o
гласувало	ɡ ɫ ə s o v a ɫ o
гласувалото	ɡ ɫ ə s u v a ɫ o t o
гласувалото	ɡ ɫ ə s o v a ɫ o t o
гласуваме	ɡ ɫ ə s u v a m ɛ
гласуван	ɡ ɫ ə s u v a n
гласувана	ɡ ɫ ə s u v a n ə
гласуваната	ɡ ɫ ə s u v a n a t ə
гласуване	ɡ ɫ ə s u v a n ɛ
гласуванета	ɡ ɫ ə s u v a n ɛ t ə
гласуванетата	ɡ ɫ ə s u v a n ɛ t a t ə
гласуването	ɡ ɫ ə s u v a n ɛ t o
гласувани	ɡ ɫ ə s u v a n i
гласуваните	ɡ ɫ ə s u v a n i t ɛ
гласувания	ɡ ɫ ə s u v a n i j a
гласуваният	ɡ ɫ ə s u v a n i j a t
гласуванията	ɡ ɫ ə s u v a n i j a t ə
гласувано	ɡ ɫ ə s u v a n o
гласуваното	ɡ ɫ ə s u v a n o t o
гласуват	ɡ ɫ ə s u v a t
гласувате	ɡ ɫ ə s u v a t ɛ
гласувах	ɡ ɫ ə s u v a x
гласувах	ɡ ɫ ə s o v a x
гласуваха	ɡ ɫ ə s u v a x ə
гласуваха	ɡ ɫ ə s o v a x ə
гласувахме	ɡ ɫ ə s u v a x m ɛ
гласувахме	ɡ ɫ ə s o v a x m ɛ
гласувахте	ɡ ɫ ə s u v a x t ɛ
гласувахте	ɡ ɫ ə s o v a x t ɛ
гласуваш	ɡ ɫ ə s u v a ʃ
гласуваше	ɡ ɫ ə s u v a ʃ ɛ
гласуващ	ɡ ɫ ə s u v a ʃ t
гласуваща	ɡ ɫ ə s u v a ʃ t ə
гласуващата	ɡ ɫ ə s u v a ʃ t a t ə
гласуващи	ɡ ɫ ə s u v a ʃ t i
гласуващите	ɡ ɫ ə s u v a ʃ t i t ɛ
гласуващия	ɡ ɫ ə s u v a ʃ t i j a
гласуващият	ɡ ɫ ə s u v a ʃ t i j a t
гласуващо	ɡ ɫ ə s u v a ʃ t o
гласуващото	ɡ ɫ ə s u v a ʃ t o t o
глезла	ɡ l ɛ z l ə
глезльо	ɡ l ɛ z l j o
глобели	ɡ ɫ o b ɛ l i
глобен	ɡ ɫ o b ɛ n
глобена	ɡ ɫ o b ɛ n ə
глобената	ɡ ɫ o b ɛ n a t ə
глобени	ɡ ɫ o b ɛ n i
глобените	ɡ ɫ o b ɛ n i t ɛ
глобения	ɡ ɫ o b ɛ n i j a
глобеният	ɡ ɫ o b ɛ n i j a t
глобено	ɡ ɫ o b ɛ n o
глобеното	ɡ ɫ o b ɛ n o t o
глобете	ɡ ɫ o b ɛ t ɛ
глобеше	ɡ ɫ o b ɛ ʃ ɛ
глоби	ɡ ɫ o b i
глобил	ɡ ɫ o b i ɫ
глобила	ɡ ɫ o b i ɫ ə
глобилата	ɡ ɫ o b i ɫ a t ə
глобили	ɡ ɫ o b i l i
глобилите	ɡ ɫ o b i l i t ɛ
глобилия	ɡ ɫ o b i l i j a
глобилият	ɡ ɫ o b i l i j a t
глобило	ɡ ɫ o b i ɫ o
глобилото	ɡ ɫ o b i ɫ o t o
глобим	ɡ ɫ o b i m
глобите	ɡ ɫ o b i t ɛ
глобих	ɡ ɫ o b i x
глобиха	ɡ ɫ o b i x ə
глобихме	ɡ ɫ o b i x m ɛ
глобихте	ɡ ɫ o b i x t ɛ
глобиш	ɡ ɫ o b i ʃ
глобява	ɡ ɫ o b j a v ə
глобявай	ɡ ɫ o b j a v a j
глобявайки	ɡ ɫ o b j a v a j k i
глобявайте	ɡ ɫ o b j a v a j t ɛ
глобявал	ɡ ɫ o b j a v a ɫ
глобявала	ɡ ɫ o b j a v a ɫ ə
глобявалата	ɡ ɫ o b j a v a ɫ a t ə
глобявали	ɡ ɫ o b j a v a l i
глобявалите	ɡ ɫ o b j a v a l i t ɛ
глобявалия	ɡ ɫ o b j a v a l i j a
глобявалият	ɡ ɫ o b j a v a l i j a t
глобявало	ɡ ɫ o b j a v a ɫ o
глобявалото	ɡ ɫ o b j a v a ɫ o t o
глобяваме	ɡ ɫ o b j a v a m ɛ
глобяван	ɡ ɫ o b j a v a n
глобявана	ɡ ɫ o b j a v a n ə
глобяваната	ɡ ɫ o b j a v a n a t ə
глобяване	ɡ ɫ o b j a v a n ɛ
глобяванета	ɡ ɫ o b j a v a n ɛ t ə
глобяванетата	ɡ ɫ o b j a v a n ɛ t a t ə
глобяването	ɡ ɫ o b j a v a n ɛ t o
глобявани	ɡ ɫ o b j a v a n i
глобяваните	ɡ ɫ o b j a v a n i t ɛ
глобявания	ɡ ɫ o b j a v a n i j a
глобяваният	ɡ ɫ o b j a v a n i j a t
глобяванията	ɡ ɫ o b j a v a n i j a t ə
глобявано	ɡ ɫ o b j a v a n o
глобяваното	ɡ ɫ o b j a v a n o t o
глобяват	ɡ ɫ o b j a v a t
глобявате	ɡ ɫ o b j a v a t ɛ
глобявах	ɡ ɫ o b j a v a x
глобяваха	ɡ ɫ o b j a v a x ə
глобявахме	ɡ ɫ o b j a v a x m ɛ
глобявахте	ɡ ɫ o b j a v a x t ɛ
глобяваш	ɡ ɫ o b j a v a ʃ
глобяваше	ɡ ɫ o b j a v a ʃ ɛ
глобяващ	ɡ ɫ o b j a v a ʃ t
глобяваща	ɡ ɫ o b j a v a ʃ t ə
глобяващата	ɡ ɫ o b j a v a ʃ t a t ə
глобяващи	ɡ ɫ o b j a v a ʃ t i
глобяващите	ɡ ɫ o b j a v a ʃ t i t ɛ
глобяващия	ɡ ɫ o b j a v a ʃ t i j a
глобяващият	ɡ ɫ o b j a v a ʃ t i j a t
глобяващо	ɡ ɫ o b j a v a ʃ t o
глобяващото	ɡ ɫ o b j a v a ʃ t o t o
глобял	ɡ ɫ o b j a ɫ
глобяла	ɡ ɫ o b j a ɫ ə
глобяло	ɡ ɫ o b j a ɫ o
глобят	ɡ ɫ o b j a t
глобях	ɡ ɫ o b j a x
глобяха	ɡ ɫ o b j a x ə
глобяхме	ɡ ɫ o b j a x m ɛ
глобяхте	ɡ ɫ o b j a x t ɛ
глупчо	ɡ l u p tʃ o
гоблин	ɡ o b l i n
говорейки	ɡ o v o r ɛ j k i
говорел	ɡ o v o r ɛ ɫ
говорела	ɡ o v o r ɛ ɫ ə
говорели	ɡ o v o r ɛ l i
говорело	ɡ o v o r ɛ ɫ o
говорен	ɡ o v o r ɛ n
говорена	ɡ o v o r ɛ n ə
говорената	ɡ o v o r ɛ n a t ə
говорене	ɡ o v o r ɛ n ɛ
говоренета	ɡ o v o r ɛ n ɛ t ə
говоренетата	ɡ o v o r ɛ n ɛ t a t ə
говоренето	ɡ o v o r ɛ n ɛ t o
говорени	ɡ o v o r ɛ n i
говорените	ɡ o v o r ɛ n i t ɛ
говорения	ɡ o v o r ɛ n i j a
говореният	ɡ o v o r ɛ n i j a t
говоренията	ɡ o v o r ɛ n i j a t ə
говорено	ɡ o v o r ɛ n o
говореното	ɡ o v o r ɛ n o t o
говореше	ɡ o v o r ɛ ʃ ɛ
говорещ	ɡ o v o r ɛ ʃ t
говореща	ɡ o v o r ɛ ʃ t ə
говорещата	ɡ o v o r ɛ ʃ t a t ə
говорещи	ɡ o v o r ɛ ʃ t i
говорещите	ɡ o v o r ɛ ʃ t i t ɛ
говорещия	ɡ o v o r ɛ ʃ t i j a
говорещият	ɡ o v o r ɛ ʃ t i j a t
говорещо	ɡ o v o r ɛ ʃ t o
говорещото	ɡ o v o r ɛ ʃ t o t o
говорил	ɡ o v o r i ɫ
говорил	ɡ o v o r i ɫ
говорила	ɡ o v o r i ɫ ə
говорила	ɡ o v o r i ɫ ə
говорилата	ɡ o v o r i ɫ a t ə
говорилата	ɡ o v o r i ɫ a t ə
говорили	ɡ o v o r i l i
говорили	ɡ o v o r i l i
говорилите	ɡ o v o r i l i t ɛ
говорилите	ɡ o v o r i l i t ɛ
говорилия	ɡ o v o r i l i j a
говорилия	ɡ o v o r i l i j a
говорилият	ɡ o v o r i l i j a t
говорилият	ɡ o v o r i l i j a t
говорило	ɡ o v o r i ɫ o
говорило	ɡ o v o r i ɫ o
говорилото	ɡ o v o r i ɫ o t o
говорилото	ɡ o v o r i ɫ o t o
гордее	ɡ o r d ɛ ɛ
гордеейки	ɡ o r d ɛ ɛ j k i
гордеел	ɡ o r d ɛ ɛ ɫ
гордеела	ɡ o r d ɛ ɛ ɫ ə
гордеели	ɡ o r d ɛ ɛ l i
гордеело	ɡ o r d ɛ ɛ ɫ o
гордеем	ɡ o r d ɛ ɛ m
гордеене	ɡ o r d ɛ ɛ n ɛ
гордеенета	ɡ o r d ɛ ɛ n ɛ t ə
гордеенетата	ɡ o r d ɛ ɛ n ɛ t a t ə
гордеенето	ɡ o r d ɛ ɛ n ɛ t o
гордеения	ɡ o r d ɛ ɛ n i j a
гордеенията	ɡ o r d ɛ ɛ n i j a t ə
гордеете	ɡ o r d ɛ ɛ t ɛ
гордеех	ɡ o r d ɛ ɛ x
гордееха	ɡ o r d ɛ ɛ x ə
гордеехме	ɡ o r d ɛ ɛ x m ɛ
гордеехте	ɡ o r d ɛ ɛ x t ɛ
гордееш	ɡ o r d ɛ ɛ ʃ
гордееше	ɡ o r d ɛ ɛ ʃ ɛ
гордеещ	ɡ o r d ɛ ɛ ʃ t
гордееща	ɡ o r d ɛ ɛ ʃ t ə
гордеещата	ɡ o r d ɛ ɛ ʃ t a t ə
гордеещи	ɡ o r d ɛ ɛ ʃ t i
гордеещите	ɡ o r d ɛ ɛ ʃ t i t ɛ
гордеещия	ɡ o r d ɛ ɛ ʃ t i j a
гордеещият	ɡ o r d ɛ ɛ ʃ t i j a t
гордеещо	ɡ o r d ɛ ɛ ʃ t o
гордеещото	ɡ o r d ɛ ɛ ʃ t o t o
гордей	ɡ o r d ɛ j
гордейте	ɡ o r d ɛ j t ɛ
гордели	ɡ o r d ɛ l i
горделите	ɡ o r d ɛ l i t ɛ
горделия	ɡ o r d ɛ l i j a
горделият	ɡ o r d ɛ l i j a t
гордеят	ɡ o r d ɛ j a t
гордя	ɡ o r d j a
гордял	ɡ o r d j a ɫ
гордяла	ɡ o r d j a ɫ ə
гордялата	ɡ o r d j a ɫ a t ə
гордяло	ɡ o r d j a ɫ o
гордялото	ɡ o r d j a ɫ o t o
гордях	ɡ o r d j a x
гордяха	ɡ o r d j a x ə
гордяхме	ɡ o r d j a x m ɛ
гордяхте	ɡ o r d j a x t ɛ
горила	ɡ o r i l ə
господар	ɡ o s p o d a r
господарка	ɡ o s p o d a r k ə
господарствай	ɡ o s p o d a r s t v a j
господарствайки	ɡ o s p o d a r s t v a j k i
господарствайте	ɡ o s p o d a r s t v a j t ɛ
господарствал	ɡ o s p o d a r s t v a ɫ
господарствала	ɡ o s p o d a r s t v a ɫ ə
господарствалата	ɡ o s p o d a r s t v a ɫ a t ə
господарствали	ɡ o s p o d a r s t v a l i
господарствалите	ɡ o s p o d a r s t v a l i t ɛ
господарствалия	ɡ o s p o d a r s t v a l i j a
господарствалият	ɡ o s p o d a r s t v a l i j a t
господарствало	ɡ o s p o d a r s t v a ɫ o
господарствалото	ɡ o s p o d a r s t v a ɫ o t o
господарствам	ɡ o s p o d a r s t v a m
господарстваме	ɡ o s p o d a r s t v a m ɛ
господарстване	ɡ o s p o d a r s t v a n ɛ
господарстванета	ɡ o s p o d a r s t v a n ɛ t ə
господарстванетата	ɡ o s p o d a r s t v a n ɛ t a t ə
господарстването	ɡ o s p o d a r s t v a n ɛ t o
господарствания	ɡ o s p o d a r s t v a n i j a
господарстванията	ɡ o s p o d a r s t v a n i j a t ə
господарстват	ɡ o s p o d a r s t v a t
господарствате	ɡ o s p o d a r s t v a t ɛ
господарствах	ɡ o s p o d a r s t v a x
господарстваха	ɡ o s p o d a r s t v a x ə
господарствахме	ɡ o s p o d a r s t v a x m ɛ
господарствахте	ɡ o s p o d a r s t v a x t ɛ
господарстваш	ɡ o s p o d a r s t v a ʃ
господарстваше	ɡ o s p o d a r s t v a ʃ ɛ
господарстващ	ɡ o s p o d a r s t v a ʃ t
господарстваща	ɡ o s p o d a r s t v a ʃ t ə
господарстващата	ɡ o s p o d a r s t v a ʃ t a t ə
господарстващи	ɡ o s p o d a r s t v a ʃ t i
господарстващите	ɡ o s p o d a r s t v a ʃ t i t ɛ
господарстващия	ɡ o s p o d a r s t v a ʃ t i j a
господарстващият	ɡ o s p o d a r s t v a ʃ t i j a t
господарстващо	ɡ o s p o d a r s t v a ʃ t o
господарстващото	ɡ o s p o d a r s t v a ʃ t o t o
господарствува	ɡ o s p o d a r s t v o v ə
господарствувай	ɡ o s p o d a r s t v o v a j
господарствувайки	ɡ o s p o d a r s t v o v a j k i
господарствувайте	ɡ o s p o d a r s t v o v a j t ɛ
господарствувал	ɡ o s p o d a r s t v o v a ɫ
господарствувала	ɡ o s p o d a r s t v o v a ɫ ə
господарствувалата	ɡ o s p o d a r s t v o v a ɫ a t ə
господарствували	ɡ o s p o d a r s t v o v a l i
господарствувалите	ɡ o s p o d a r s t v o v a l i t ɛ
господарствувалия	ɡ o s p o d a r s t v o v a l i j a
господарствувалият	ɡ o s p o d a r s t v o v a l i j a t
господарствувало	ɡ o s p o d a r s t v o v a ɫ o
господарствувалото	ɡ o s p o d a r s t v o v a ɫ o t o
господарствувам	ɡ o s p o d a r s t v o v a m
господарствуваме	ɡ o s p o d a r s t v o v a m ɛ
господарствуване	ɡ o s p o d a r s t v o v a n ɛ
господарствуванета	ɡ o s p o d a r s t v o v a n ɛ t ə
господарствуванетата	ɡ o s p o d a r s t v o v a n ɛ t a t ə
господарствуването	ɡ o s p o d a r s t v o v a n ɛ t o
господарствувания	ɡ o s p o d a r s t v o v a n i j a
господарствуванията	ɡ o s p o d a r s t v o v a n i j a t ə
господарствуват	ɡ o s p o d a r s t v o v a t
господарствувате	ɡ o s p o d a r s t v o v a t ɛ
господарствувах	ɡ o s p o d a r s t v o v a x
господарствуваха	ɡ o s p o d a r s t v o v a x ə
господарствувахме	ɡ o s p o d a r s t v o v a x m ɛ
господарствувахте	ɡ o s p o d a r s t v o v a x t ɛ
господарствуваш	ɡ o s p o d a r s t v o v a ʃ
господарствуваше	ɡ o s p o d a r s t v o v a ʃ ɛ
господарствуващ	ɡ o s p o d a r s t v o v a ʃ t
господарствуваща	ɡ o s p o d a r s t v o v a ʃ t ə
господарствуващата	ɡ o s p o d a r s t v o v a ʃ t a t ə
господарствуващи	ɡ o s p o d a r s t v o v a ʃ t i
господарствуващите	ɡ o s p o d a r s t v o v a ʃ t i t ɛ
господарствуващия	ɡ o s p o d a r s t v o v a ʃ t i j a
господарствуващият	ɡ o s p o d a r s t v o v a ʃ t i j a t
господарствуващо	ɡ o s p o d a r s t v o v a ʃ t o
господарствуващото	ɡ o s p o d a r s t v o v a ʃ t o t o
господарува	ɡ o s p o d ə r u v ə
господарувай	ɡ o s p o d ə r u v a j
господарувайки	ɡ o s p o d ə r u v a j k i
господарувайте	ɡ o s p o d ə r u v a j t ɛ
господарувал	ɡ o s p o d ə r u v a ɫ
господарувала	ɡ o s p o d ə r u v a ɫ ə
господарувалата	ɡ o s p o d ə r u v a ɫ a t ə
господарували	ɡ o s p o d ə r u v a l i
господарувалите	ɡ o s p o d ə r u v a l i t ɛ
господарувалия	ɡ o s p o d ə r u v a l i j a
господарувалият	ɡ o s p o d ə r u v a l i j a t
господарувало	ɡ o s p o d ə r u v a ɫ o
господарувалото	ɡ o s p o d ə r u v a ɫ o t o
господарувам	ɡ o s p o d ə r u v a m
господаруваме	ɡ o s p o d ə r u v a m ɛ
господаруване	ɡ o s p o d ə r u v a n ɛ
господаруванета	ɡ o s p o d ə r u v a n ɛ t ə
господаруванетата	ɡ o s p o d ə r u v a n ɛ t a t ə
господаруването	ɡ o s p o d ə r u v a n ɛ t o
господарувания	ɡ o s p o d ə r u v a n i j a
господаруванията	ɡ o s p o d ə r u v a n i j a t ə
господаруват	ɡ o s p o d ə r u v a t
господарувате	ɡ o s p o d ə r u v a t ɛ
господарувах	ɡ o s p o d ə r u v a x
господаруваха	ɡ o s p o d ə r u v a x ə
господарувахме	ɡ o s p o d ə r u v a x m ɛ
господарувахте	ɡ o s p o d ə r u v a x t ɛ
господаруваш	ɡ o s p o d ə r u v a ʃ
господаруваше	ɡ o s p o d ə r u v a ʃ ɛ
господаруващ	ɡ o s p o d ə r u v a ʃ t
господаруваща	ɡ o s p o d ə r u v a ʃ t ə
господаруващата	ɡ o s p o d ə r u v a ʃ t a t ə
господаруващи	ɡ o s p o d ə r u v a ʃ t i
господаруващите	ɡ o s p o d ə r u v a ʃ t i t ɛ
господаруващия	ɡ o s p o d ə r u v a ʃ t i j a
господаруващият	ɡ o s p o d ə r u v a ʃ t i j a t
господаруващо	ɡ o s p o d ə r u v a ʃ t o
господаруващото	ɡ o s p o d ə r u v a ʃ t o t o
грабейки	ɡ r a b ɛ j k i
грабел	ɡ r a b ɛ ɫ
грабела	ɡ r a b ɛ ɫ ə
грабели	ɡ r a b ɛ l i
грабело	ɡ r a b ɛ ɫ o
грабен	ɡ r a b ɛ n
грабена	ɡ r a b ɛ n ə
грабената	ɡ r a b ɛ n a t ə
грабене	ɡ r a b ɛ n ɛ
грабенета	ɡ r a b ɛ n ɛ t ə
грабенетата	ɡ r a b ɛ n ɛ t a t ə
грабенето	ɡ r a b ɛ n ɛ t o
грабени	ɡ r a b ɛ n i
грабените	ɡ r a b ɛ n i t ɛ
грабения	ɡ r a b ɛ n i j a
грабеният	ɡ r a b ɛ n i j a t
грабенията	ɡ r a b ɛ n i j a t ə
грабено	ɡ r a b ɛ n o
грабеното	ɡ r a b ɛ n o t o
грабете	ɡ r ə b ɛ t ɛ
грабех	ɡ r a b ɛ x
грабеха	ɡ r a b ɛ x ə
грабехме	ɡ r a b ɛ x m ɛ
грабехте	ɡ r a b ɛ x t ɛ
грабеше	ɡ r a b ɛ ʃ ɛ
грабещ	ɡ r a b ɛ ʃ t
грабеща	ɡ r a b ɛ ʃ t ə
грабещата	ɡ r a b ɛ ʃ t a t ə
грабещи	ɡ r a b ɛ ʃ t i
грабещите	ɡ r a b ɛ ʃ t i t ɛ
грабещия	ɡ r a b ɛ ʃ t i j a
грабещият	ɡ r a b ɛ ʃ t i j a t
грабещо	ɡ r a b ɛ ʃ t o
грабещото	ɡ r a b ɛ ʃ t o t o
граби	ɡ r a b i
граби	ɡ r ə b i
грабил	ɡ r a b i ɫ
грабил	ɡ r ə b i ɫ
грабила	ɡ r a b i ɫ ə
грабила	ɡ r ə b i ɫ ə
грабилата	ɡ r a b i ɫ a t ə
грабилата	ɡ r ə b i ɫ a t ə
грабили	ɡ r a b i l i
грабили	ɡ r ə b i l i
грабилите	ɡ r a b i l i t ɛ
грабилите	ɡ r ə b i l i t ɛ
грабилия	ɡ r a b i l i j a
грабилия	ɡ r ə b i l i j a
грабилият	ɡ r a b i l i j a t
грабилият	ɡ r ə b i l i j a t
грабило	ɡ r a b i ɫ o
грабило	ɡ r ə b i ɫ o
грабилото	ɡ r a b i ɫ o t o
грабилото	ɡ r ə b i ɫ o t o
грабим	ɡ r a b i m
грабите	ɡ r a b i t ɛ
грабих	ɡ r a b i x
грабих	ɡ r ə b i x
грабиха	ɡ r a b i x ə
грабиха	ɡ r ə b i x ə
грабихме	ɡ r a b i x m ɛ
грабихме	ɡ r ə b i x m ɛ
грабихте	ɡ r a b i x t ɛ
грабихте	ɡ r ə b i x t ɛ
грабиш	ɡ r a b i ʃ
грабят	ɡ r a b j a t
градина	ɡ r a d i n ə
градушка	ɡ r a d u ʃ k ə
гранича	ɡ r a n i tʃ ə
граничат	ɡ r a n i tʃ a t
граничейки	ɡ r a n i tʃ ɛ j k i
граничел	ɡ r a n i tʃ ɛ ɫ
граничела	ɡ r a n i tʃ ɛ ɫ ə
граничели	ɡ r a n i tʃ ɛ l i
граничело	ɡ r a n i tʃ ɛ ɫ o
граничене	ɡ r a n i tʃ ɛ n ɛ
граниченета	ɡ r a n i tʃ ɛ n ɛ t ə
граниченетата	ɡ r a n i tʃ ɛ n ɛ t a t ə
граниченето	ɡ r a n i tʃ ɛ n ɛ t o
граничения	ɡ r a n i tʃ ɛ n i j a
граниченията	ɡ r a n i tʃ ɛ n i j a t ə
граничете	ɡ r a n i tʃ ɛ t ɛ
граничех	ɡ r a n i tʃ ɛ x
граничеха	ɡ r a n i tʃ ɛ x ə
граничехме	ɡ r a n i tʃ ɛ x m ɛ
граничехте	ɡ r a n i tʃ ɛ x t ɛ
граничеше	ɡ r a n i tʃ ɛ ʃ ɛ
граничещ	ɡ r a n i tʃ ɛ ʃ t
граничеща	ɡ r a n i tʃ ɛ ʃ t ə
граничещата	ɡ r a n i tʃ ɛ ʃ t a t ə
граничещи	ɡ r a n i tʃ ɛ ʃ t i
граничещите	ɡ r a n i tʃ ɛ ʃ t i t ɛ
граничещия	ɡ r a n i tʃ ɛ ʃ t i j a
граничещият	ɡ r a n i tʃ ɛ ʃ t i j a t
граничещо	ɡ r a n i tʃ ɛ ʃ t o
граничещото	ɡ r a n i tʃ ɛ ʃ t o t o
граничи	ɡ r a n i tʃ i
граничи	ɡ r a n i tʃ i
граничил	ɡ r a n i tʃ i ɫ
граничил	ɡ r a n i tʃ i ɫ
граничила	ɡ r a n i tʃ i ɫ ə
граничила	ɡ r a n i tʃ i ɫ ə
граничилата	ɡ r a n i tʃ i ɫ a t ə
граничилата	ɡ r a n i tʃ i ɫ a t ə
граничили	ɡ r a n i tʃ i l i
граничили	ɡ r a n i tʃ i l i
граничилите	ɡ r a n i tʃ i l i t ɛ
граничилите	ɡ r a n i tʃ i l i t ɛ
граничилия	ɡ r a n i tʃ i l i j a
граничилия	ɡ r a n i tʃ i l i j a
граничилият	ɡ r a n i tʃ i l i j a t
граничилият	ɡ r a n i tʃ i l i j a t
граничило	ɡ r a n i tʃ i ɫ o
граничило	ɡ r a n i tʃ i ɫ o
граничилото	ɡ r a n i tʃ i ɫ o t o
граничилото	ɡ r a n i tʃ i ɫ o t o
граничим	ɡ r a n i tʃ i m
граничите	ɡ r a n i tʃ i t ɛ
граничих	ɡ r a n i tʃ i x
граничих	ɡ r a n i tʃ i x
граничиха	ɡ r a n i tʃ i x ə
граничиха	ɡ r a n i tʃ i x ə
граничихме	ɡ r a n i tʃ i x m ɛ
граничихме	ɡ r a n i tʃ i x m ɛ
граничихте	ɡ r a n i tʃ i x t ɛ
граничихте	ɡ r a n i tʃ i x t ɛ
граничиш	ɡ r a n i tʃ i ʃ
графология	ɡ r ə f o l o ɡ i j a
греба	ɡ r ɛ b ə
греба	ɡ r ɛ b ə
гребал	ɡ r ɛ b ə ɫ
гребала	ɡ r ɛ b ə ɫ ə
гребалата	ɡ r ɛ b ə ɫ a t ə
гребали	ɡ r ɛ b ə l i
гребалите	ɡ r ɛ b ə l i t ɛ
гребалия	ɡ r ɛ b ə l i j a
гребалият	ɡ r ɛ b ə l i j a t
гребало	ɡ r ɛ b ə ɫ o
гребалото	ɡ r ɛ b ə ɫ o t o
гребан	ɡ r ɛ b ə n
гребана	ɡ r ɛ b ə n ə
